Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
javnost <nsubj posvetili >obj pozornost	javnost	posvetili	pozornost	1	13.1	ABC	"pattern {B [form=""posvetili""]; A [form=""javnost""]; C [form=""pozornost""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22posvetili%22%5D%3B%20A%20%5Bform%3D%22javnost%22%5D%3B%20C%20%5Bform%3D%22pozornost%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	posvetili
jaz <nsubj Brooklyna <obj gledal	jaz	Brooklyna	gledal	1	13.1	ABC	"pattern {C [form=""gledal""]; A [form=""jaz""]; B [form=""Brooklyna""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22gledal%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20B%20%5Bform%3D%22Brooklyna%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	gledal
jaz <nsubj bom >obj drugo	jaz	bom	drugo	1	13.1	ABC	"pattern {B [form=""bom""]; A [form=""jaz""]; C [form=""drugo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22bom%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22drugo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	bom
jaz <nsubj cvek <obj pisal	jaz	cvek	pisal	1	13.1	ABC	"pattern {C [form=""pisal""]; A [form=""jaz""]; B [form=""cvek""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22pisal%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20B%20%5Bform%3D%22cvek%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	pisal
jaz <nsubj dal >obj timijana	jaz	dal	timijana	1	13.1	ABC	"pattern {B [form=""dal""]; A [form=""jaz""]; C [form=""timijana""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22dal%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22timijana%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dal
jaz <nsubj dala >obj mačkov	jaz	dala	mačkov	1	13.1	ABC	"pattern {B [form=""dala""]; A [form=""jaz""]; C [form=""mačkov""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22dala%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22ma%C4%8Dkov%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dala
jaz <nsubj dopolnila >obj doktor	jaz	dopolnila	doktor	1	13.1	ABC	"pattern {B [form=""dopolnila""]; A [form=""jaz""]; C [form=""doktor""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22dopolnila%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22doktor%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dopolnila
jaz <nsubj ga <obj čujem	jaz	ga	čujem	1	13.1	ABC	"pattern {C [form=""čujem""]; A [form=""jaz""]; B [form=""ga""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22%C4%8Dujem%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20B%20%5Bform%3D%22ga%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	čujem
jaz <nsubj gledam >obj položnico	jaz	gledam	položnico	1	13.1	ABC	"pattern {B [form=""gledam""]; A [form=""jaz""]; C [form=""položnico""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22gledam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22polo%C5%BEnico%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	gledam
jaz <nsubj igral >obj Rocket	jaz	igral	Rocket	1	13.1	ABC	"pattern {B [form=""igral""]; A [form=""jaz""]; C [form=""Rocket""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22igral%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22Rocket%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	igral
jaz <nsubj imam >obj dni	jaz	imam	dni	1	13.1	ABC	"pattern {B [form=""imam""]; A [form=""jaz""]; C [form=""dni""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22dni%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imam
jaz <nsubj imam >obj dva	jaz	imam	dva	1	13.1	ABC	"pattern {B [form=""imam""]; A [form=""jaz""]; C [form=""dva""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22dva%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imam
jaz <nsubj imam >obj enega	jaz	imam	enega	1	13.1	ABC	"pattern {B [form=""imam""]; A [form=""jaz""]; C [form=""enega""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22enega%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imam
jaz <nsubj imam >obj filme	jaz	imam	filme	1	13.1	ABC	"pattern {B [form=""imam""]; A [form=""jaz""]; C [form=""filme""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22filme%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imam
jaz <nsubj imam >obj kil	jaz	imam	kil	1	13.1	ABC	"pattern {B [form=""imam""]; A [form=""jaz""]; C [form=""kil""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22kil%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imam
jaz <nsubj imam >obj občutek	jaz	imam	občutek	1	13.1	ABC	"pattern {B [form=""imam""]; A [form=""jaz""]; C [form=""občutek""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22ob%C4%8Dutek%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imam
jaz <nsubj imam >obj otroke	jaz	imam	otroke	1	13.1	ABC	"pattern {B [form=""imam""]; A [form=""jaz""]; C [form=""otroke""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22otroke%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imam
jaz <nsubj imam >obj srečo	jaz	imam	srečo	1	13.1	ABC	"pattern {B [form=""imam""]; A [form=""jaz""]; C [form=""srečo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22sre%C4%8Do%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imam
jaz <nsubj imam >obj teraso	jaz	imam	teraso	1	13.1	ABC	"pattern {B [form=""imam""]; A [form=""jaz""]; C [form=""teraso""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22teraso%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imam
jaz <nsubj imam >obj težavo	jaz	imam	težavo	1	13.1	ABC	"pattern {B [form=""imam""]; A [form=""jaz""]; C [form=""težavo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22te%C5%BEavo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imam
jaz <nsubj imam >obj to	jaz	imam	to	1	13.1	ABC	"pattern {B [form=""imam""]; A [form=""jaz""]; C [form=""to""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22to%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imam
jaz <nsubj imam >obj uro	jaz	imam	uro	1	13.1	ABC	"pattern {B [form=""imam""]; A [form=""jaz""]; C [form=""uro""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imam%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22uro%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imam
jaz <nsubj imel >obj jurjev	jaz	imel	jurjev	1	13.1	ABC	"pattern {B [form=""imel""]; A [form=""jaz""]; C [form=""jurjev""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imel%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22jurjev%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imel
jaz <nsubj imel >obj razlago	jaz	imel	razlago	1	13.1	ABC	"pattern {B [form=""imel""]; A [form=""jaz""]; C [form=""razlago""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imel%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22razlago%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imel
jaz <nsubj imel >obj zaščito	jaz	imel	zaščito	1	13.1	ABC	"pattern {B [form=""imel""]; A [form=""jaz""]; C [form=""zaščito""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imel%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22za%C5%A1%C4%8Dito%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imel
jaz <nsubj imela >obj mačke	jaz	imela	mačke	1	13.1	ABC	"pattern {B [form=""imela""]; A [form=""jaz""]; C [form=""mačke""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imela%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22ma%C4%8Dke%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imela
jaz <nsubj imela >obj pogovor	jaz	imela	pogovor	1	13.1	ABC	"pattern {B [form=""imela""]; A [form=""jaz""]; C [form=""pogovor""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imela%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22pogovor%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imela
jaz <nsubj imela >obj rože	jaz	imela	rože	1	13.1	ABC	"pattern {B [form=""imela""]; A [form=""jaz""]; C [form=""rože""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imela%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22ro%C5%BEe%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imela
jaz <nsubj imela >obj smolo	jaz	imela	smolo	1	13.1	ABC	"pattern {B [form=""imela""]; A [form=""jaz""]; C [form=""smolo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imela%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22smolo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imela
jaz <nsubj imela >obj časa	jaz	imela	časa	1	13.1	ABC	"pattern {B [form=""imela""]; A [form=""jaz""]; C [form=""časa""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imela%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22%C4%8Dasa%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imela
jaz <nsubj iskal >obj karavan	jaz	iskal	karavan	1	13.1	ABC	"pattern {B [form=""iskal""]; A [form=""jaz""]; C [form=""karavan""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22iskal%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22karavan%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	iskal
jaz <nsubj izpostavila >obj področja	jaz	izpostavila	področja	1	13.1	ABC	"pattern {B [form=""izpostavila""]; A [form=""jaz""]; C [form=""področja""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22izpostavila%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22podro%C4%8Dja%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izpostavila
jaz <nsubj izraz <obj napisala	jaz	izraz	napisala	1	13.1	ABC	"pattern {C [form=""napisala""]; A [form=""jaz""]; B [form=""izraz""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22napisala%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20B%20%5Bform%3D%22izraz%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	napisala
jaz <nsubj jo <obj nadomestim	jaz	jo	nadomestim	1	13.1	ABC	"pattern {C [form=""nadomestim""]; A [form=""jaz""]; B [form=""jo""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22nadomestim%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20B%20%5Bform%3D%22jo%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	nadomestim
jaz <nsubj jo <obj videl	jaz	jo	videl	1	13.1	ABC	"pattern {C [form=""videl""]; A [form=""jaz""]; B [form=""jo""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22videl%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20B%20%5Bform%3D%22jo%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	videl
jaz <nsubj končal >obj Ikš	jaz	končal	Ikš	1	13.1	ABC	"pattern {B [form=""končal""]; A [form=""jaz""]; C [form=""Ikš""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22kon%C4%8Dal%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22Ik%C5%A1%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	končal
jaz <nsubj kuhala >obj kosilo	jaz	kuhala	kosilo	1	13.1	ABC	"pattern {B [form=""kuhala""]; A [form=""jaz""]; C [form=""kosilo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22kuhala%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22kosilo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	kuhala
jaz <nsubj mislim >obj ono	jaz	mislim	ono	1	13.1	ABC	"pattern {B [form=""mislim""]; A [form=""jaz""]; C [form=""ono""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22mislim%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22ono%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	mislim
jaz <nsubj našel >obj zanimivo	jaz	našel	zanimivo	1	13.1	ABC	"pattern {B [form=""našel""]; A [form=""jaz""]; C [form=""zanimivo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22na%C5%A1el%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22zanimivo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	našel
jaz <nsubj nekaj <obj menjal	jaz	nekaj	menjal	1	13.1	ABC	"pattern {C [form=""menjal""]; A [form=""jaz""]; B [form=""nekaj""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22menjal%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20B%20%5Bform%3D%22nekaj%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	menjal
jaz <nsubj ocenjujem >obj ljudi	jaz	ocenjujem	ljudi	1	13.1	ABC	"pattern {B [form=""ocenjujem""]; A [form=""jaz""]; C [form=""ljudi""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22ocenjujem%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22ljudi%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ocenjujem
jaz <nsubj opisal >obj zgodbo	jaz	opisal	zgodbo	1	13.1	ABC	"pattern {B [form=""opisal""]; A [form=""jaz""]; C [form=""zgodbo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22opisal%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22zgodbo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	opisal
jaz <nsubj pogledala >obj sezono	jaz	pogledala	sezono	1	13.1	ABC	"pattern {B [form=""pogledala""]; A [form=""jaz""]; C [form=""sezono""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22pogledala%22%5D%3B%20A%20%5Bform%3D%22jaz%22%5D%3B%20C%20%5Bform%3D%22sezono%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pogledala
