Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
Matilda <nsubj pozna >obj besed	Matilda	pozna	besed	1	3.7	ABC	"pattern {B [form=""pozna""]; A [form=""Matilda""]; C [form=""besed""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pozna%22%5D%3B%20A%20%5Bform%3D%22Matilda%22%5D%3B%20C%20%5Bform%3D%22besed%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pozna
Maček <nsubj privijal >obj sireno	Maček	privijal	sireno	1	3.7	ABC	"pattern {B [form=""privijal""]; A [form=""Maček""]; C [form=""sireno""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22privijal%22%5D%3B%20A%20%5Bform%3D%22Ma%C4%8Dek%22%5D%3B%20C%20%5Bform%3D%22sireno%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	privijal
Me <obj nekaj <nsubj žuli	Me	nekaj	žuli	1	3.7	ABC	"pattern {C [form=""žuli""]; A [form=""Me""]; B [form=""nekaj""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22%C5%BEuli%22%5D%3B%20A%20%5Bform%3D%22Me%22%5D%3B%20B%20%5Bform%3D%22nekaj%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	žuli
Mediji <nsubj ga <obj poimenovali	Mediji	ga	poimenovali	1	3.7	ABC	"pattern {C [form=""poimenovali""]; A [form=""Mediji""]; B [form=""ga""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22poimenovali%22%5D%3B%20A%20%5Bform%3D%22Mediji%22%5D%3B%20B%20%5Bform%3D%22ga%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	poimenovali
Mehanizem <nsubj uporablja >obj sezname	Mehanizem	uporablja	sezname	1	3.7	ABC	"pattern {B [form=""uporablja""]; A [form=""Mehanizem""]; C [form=""sezname""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22uporablja%22%5D%3B%20A%20%5Bform%3D%22Mehanizem%22%5D%3B%20C%20%5Bform%3D%22sezname%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	uporablja
Mejo <obj določa >nsubj praksa	Mejo	določa	praksa	1	3.7	ABC	"pattern {B [form=""določa""]; A [form=""Mejo""]; C [form=""praksa""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dolo%C4%8Da%22%5D%3B%20A%20%5Bform%3D%22Mejo%22%5D%3B%20C%20%5Bform%3D%22praksa%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	določa
Mene <obj moti >nsubj vnos	Mene	moti	vnos	1	3.7	ABC	"pattern {B [form=""moti""]; A [form=""Mene""]; C [form=""vnos""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22moti%22%5D%3B%20A%20%5Bform%3D%22Mene%22%5D%3B%20C%20%5Bform%3D%22vnos%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	moti
Meni <obj je >nsubj ime	Meni	je	ime	1	3.7	ABC	"pattern {B [form=""je""]; A [form=""Meni""]; C [form=""ime""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22je%22%5D%3B%20A%20%5Bform%3D%22Meni%22%5D%3B%20C%20%5Bform%3D%22ime%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	je
Meni <obj manjka >nsubj jasnost	Meni	manjka	jasnost	1	3.7	ABC	"pattern {B [form=""manjka""]; A [form=""Meni""]; C [form=""jasnost""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22manjka%22%5D%3B%20A%20%5Bform%3D%22Meni%22%5D%3B%20C%20%5Bform%3D%22jasnost%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	manjka
Meni <obj zdi >nsubj to	Meni	zdi	to	1	3.7	ABC	"pattern {B [form=""zdi""]; A [form=""Meni""]; C [form=""to""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zdi%22%5D%3B%20A%20%5Bform%3D%22Meni%22%5D%3B%20C%20%5Bform%3D%22to%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	zdi
Mercury <nsubj sani <obj predstavil	Mercury	sani	predstavil	1	3.7	ABC	"pattern {C [form=""predstavil""]; A [form=""Mercury""]; B [form=""sani""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22predstavil%22%5D%3B%20A%20%5Bform%3D%22Mercury%22%5D%3B%20B%20%5Bform%3D%22sani%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	predstavil
Merkur <nsubj utrpel >obj udarce	Merkur	utrpel	udarce	1	3.7	ABC	"pattern {B [form=""utrpel""]; A [form=""Merkur""]; C [form=""udarce""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22utrpel%22%5D%3B%20A%20%5Bform%3D%22Merkur%22%5D%3B%20C%20%5Bform%3D%22udarce%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	utrpel
Messier <nsubj izdelal >obj katalog	Messier	izdelal	katalog	1	3.7	ABC	"pattern {B [form=""izdelal""]; A [form=""Messier""]; C [form=""katalog""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izdelal%22%5D%3B%20A%20%5Bform%3D%22Messier%22%5D%3B%20C%20%5Bform%3D%22katalog%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izdelal
Mesto <obj uničili >nsubj Huni	Mesto	uničili	Huni	1	3.7	ABC	"pattern {B [form=""uničili""]; A [form=""Mesto""]; C [form=""Huni""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22uni%C4%8Dili%22%5D%3B%20A%20%5Bform%3D%22Mesto%22%5D%3B%20C%20%5Bform%3D%22Huni%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	uničili
Metelkove <obj lotili >nsubj svetniki	Metelkove	lotili	svetniki	1	3.7	ABC	"pattern {B [form=""lotili""]; A [form=""Metelkove""]; C [form=""svetniki""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22lotili%22%5D%3B%20A%20%5Bform%3D%22Metelkove%22%5D%3B%20C%20%5Bform%3D%22svetniki%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	lotili
Metoda <nsubj omogoča >obj postavitev	Metoda	omogoča	postavitev	1	3.7	ABC	"pattern {B [form=""omogoča""]; A [form=""Metoda""]; C [form=""postavitev""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22omogo%C4%8Da%22%5D%3B%20A%20%5Bform%3D%22Metoda%22%5D%3B%20C%20%5Bform%3D%22postavitev%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	omogoča
Mešanica <nsubj daje >obj rezultate	Mešanica	daje	rezultate	1	3.7	ABC	"pattern {B [form=""daje""]; A [form=""Mešanica""]; C [form=""rezultate""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22daje%22%5D%3B%20A%20%5Bform%3D%22Me%C5%A1anica%22%5D%3B%20C%20%5Bform%3D%22rezultate%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	daje
Meščani <nsubj spoštujejo >obj oaze	Meščani	spoštujejo	oaze	1	3.7	ABC	"pattern {B [form=""spoštujejo""]; A [form=""Meščani""]; C [form=""oaze""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22spo%C5%A1tujejo%22%5D%3B%20A%20%5Bform%3D%22Me%C5%A1%C4%8Dani%22%5D%3B%20C%20%5Bform%3D%22oaze%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	spoštujejo
Mi <nsubj naredili >obj vse	Mi	naredili	vse	1	3.7	ABC	"pattern {B [form=""naredili""]; A [form=""Mi""]; C [form=""vse""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22naredili%22%5D%3B%20A%20%5Bform%3D%22Mi%22%5D%3B%20C%20%5Bform%3D%22vse%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	naredili
Mi <nsubj naslovov <obj moremo	Mi	naslovov	moremo	1	3.7	ABC	"pattern {C [form=""moremo""]; A [form=""Mi""]; B [form=""naslovov""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22moremo%22%5D%3B%20A%20%5Bform%3D%22Mi%22%5D%3B%20B%20%5Bform%3D%22naslovov%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	moremo
Michael <nsubj odkrije >obj indukcijo	Michael	odkrije	indukcijo	1	3.7	ABC	"pattern {B [form=""odkrije""]; A [form=""Michael""]; C [form=""indukcijo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22odkrije%22%5D%3B%20A%20%5Bform%3D%22Michael%22%5D%3B%20C%20%5Bform%3D%22indukcijo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	odkrije
Microsoft <nsubj izbral >obj ATI	Microsoft	izbral	ATI	1	3.7	ABC	"pattern {B [form=""izbral""]; A [form=""Microsoft""]; C [form=""ATI""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izbral%22%5D%3B%20A%20%5Bform%3D%22Microsoft%22%5D%3B%20C%20%5Bform%3D%22ATI%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izbral
Microsoft <nsubj kupil >obj posnemovalnik	Microsoft	kupil	posnemovalnik	1	3.7	ABC	"pattern {B [form=""kupil""]; A [form=""Microsoft""]; C [form=""posnemovalnik""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22kupil%22%5D%3B%20A%20%5Bform%3D%22Microsoft%22%5D%3B%20C%20%5Bform%3D%22posnemovalnik%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	kupil
Microsoft <nsubj ponuja >obj PC	Microsoft	ponuja	PC	1	3.7	ABC	"pattern {B [form=""ponuja""]; A [form=""Microsoft""]; C [form=""PC""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ponuja%22%5D%3B%20A%20%5Bform%3D%22Microsoft%22%5D%3B%20C%20%5Bform%3D%22PC%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ponuja
Mike <nsubj besedilo <obj napisal	Mike	besedilo	napisal	1	3.7	ABC	"pattern {C [form=""napisal""]; A [form=""Mike""]; B [form=""besedilo""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22napisal%22%5D%3B%20A%20%5Bform%3D%22Mike%22%5D%3B%20B%20%5Bform%3D%22besedilo%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	napisal
Minister <nsubj dal >obj pečat	Minister	dal	pečat	1	3.7	ABC	"pattern {B [form=""dal""]; A [form=""Minister""]; C [form=""pečat""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dal%22%5D%3B%20A%20%5Bform%3D%22Minister%22%5D%3B%20C%20%5Bform%3D%22pe%C4%8Dat%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dal
Minister <nsubj imenuje >obj notarja	Minister	imenuje	notarja	1	3.7	ABC	"pattern {B [form=""imenuje""]; A [form=""Minister""]; C [form=""notarja""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22imenuje%22%5D%3B%20A%20%5Bform%3D%22Minister%22%5D%3B%20C%20%5Bform%3D%22notarja%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imenuje
Minister <nsubj izrekel >obj sožalje	Minister	izrekel	sožalje	1	3.7	ABC	"pattern {B [form=""izrekel""]; A [form=""Minister""]; C [form=""sožalje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izrekel%22%5D%3B%20A%20%5Bform%3D%22Minister%22%5D%3B%20C%20%5Bform%3D%22so%C5%BEalje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izrekel
Minister <nsubj obljubil >obj pomoč	Minister	obljubil	pomoč	1	3.7	ABC	"pattern {B [form=""obljubil""]; A [form=""Minister""]; C [form=""pomoč""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22obljubil%22%5D%3B%20A%20%5Bform%3D%22Minister%22%5D%3B%20C%20%5Bform%3D%22pomo%C4%8D%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	obljubil
Minister <nsubj odredil >obj nadzor	Minister	odredil	nadzor	1	3.7	ABC	"pattern {B [form=""odredil""]; A [form=""Minister""]; C [form=""nadzor""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22odredil%22%5D%3B%20A%20%5Bform%3D%22Minister%22%5D%3B%20C%20%5Bform%3D%22nadzor%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	odredil
Ministri <nsubj sprejeli >obj pobudo	Ministri	sprejeli	pobudo	1	3.7	ABC	"pattern {B [form=""sprejeli""]; A [form=""Ministri""]; C [form=""pobudo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22sprejeli%22%5D%3B%20A%20%5Bform%3D%22Ministri%22%5D%3B%20C%20%5Bform%3D%22pobudo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	sprejeli
Ministrstvo <nsubj dovolilo >obj uporabo	Ministrstvo	dovolilo	uporabo	1	3.7	ABC	"pattern {B [form=""dovolilo""]; A [form=""Ministrstvo""]; C [form=""uporabo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dovolilo%22%5D%3B%20A%20%5Bform%3D%22Ministrstvo%22%5D%3B%20C%20%5Bform%3D%22uporabo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dovolilo
Ministrstvo <nsubj naročilo >obj projekt	Ministrstvo	naročilo	projekt	1	3.7	ABC	"pattern {B [form=""naročilo""]; A [form=""Ministrstvo""]; C [form=""projekt""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22naro%C4%8Dilo%22%5D%3B%20A%20%5Bform%3D%22Ministrstvo%22%5D%3B%20C%20%5Bform%3D%22projekt%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	naročilo
Ministrstvo <nsubj porabilo >obj milijona	Ministrstvo	porabilo	milijona	1	3.7	ABC	"pattern {B [form=""porabilo""]; A [form=""Ministrstvo""]; C [form=""milijona""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22porabilo%22%5D%3B%20A%20%5Bform%3D%22Ministrstvo%22%5D%3B%20C%20%5Bform%3D%22milijona%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	porabilo
Ministrstvo <nsubj preučilo >obj del	Ministrstvo	preučilo	del	1	3.7	ABC	"pattern {B [form=""preučilo""]; A [form=""Ministrstvo""]; C [form=""del""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22preu%C4%8Dilo%22%5D%3B%20A%20%5Bform%3D%22Ministrstvo%22%5D%3B%20C%20%5Bform%3D%22del%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	preučilo
Misel <nsubj ju <obj vznemirila	Misel	ju	vznemirila	1	3.7	ABC	"pattern {C [form=""vznemirila""]; A [form=""Misel""]; B [form=""ju""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22vznemirila%22%5D%3B%20A%20%5Bform%3D%22Misel%22%5D%3B%20B%20%5Bform%3D%22ju%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	vznemirila
Misel <nsubj pognala >obj drget	Misel	pognala	drget	1	3.7	ABC	"pattern {B [form=""pognala""]; A [form=""Misel""]; C [form=""drget""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pognala%22%5D%3B%20A%20%5Bform%3D%22Misel%22%5D%3B%20C%20%5Bform%3D%22drget%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pognala
Misli <nsubj izražajo >obj stvari	Misli	izražajo	stvari	1	3.7	ABC	"pattern {B [form=""izražajo""]; A [form=""Misli""]; C [form=""stvari""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22izra%C5%BEajo%22%5D%3B%20A%20%5Bform%3D%22Misli%22%5D%3B%20C%20%5Bform%3D%22stvari%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	izražajo
Mistika <obj kabala <nsubj primerja	Mistika	kabala	primerja	1	3.7	ABC	"pattern {C [form=""primerja""]; A [form=""Mistika""]; B [form=""kabala""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22primerja%22%5D%3B%20A%20%5Bform%3D%22Mistika%22%5D%3B%20B%20%5Bform%3D%22kabala%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	primerja
Mitchell <nsubj predstavili >obj razvoj	Mitchell	predstavili	razvoj	1	3.7	ABC	"pattern {B [form=""predstavili""]; A [form=""Mitchell""]; C [form=""razvoj""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22predstavili%22%5D%3B%20A%20%5Bform%3D%22Mitchell%22%5D%3B%20C%20%5Bform%3D%22razvoj%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	predstavili
Mladenič <nsubj išče >obj poznavalce	Mladenič	išče	poznavalce	1	3.7	ABC	"pattern {B [form=""išče""]; A [form=""Mladenič""]; C [form=""poznavalce""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22i%C5%A1%C4%8De%22%5D%3B%20A%20%5Bform%3D%22Mladeni%C4%8D%22%5D%3B%20C%20%5Bform%3D%22poznavalce%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	išče
Mladice <nsubj imajo >obj progo	Mladice	imajo	progo	1	3.7	ABC	"pattern {B [form=""imajo""]; A [form=""Mladice""]; C [form=""progo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22imajo%22%5D%3B%20A%20%5Bform%3D%22Mladice%22%5D%3B%20C%20%5Bform%3D%22progo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imajo
